HEARING	SPEAKER	MAIN SPEAKER	ROLE	TEXT
2019-11-21	Adam Schiff	D-Schiff	Democrat	On July 18, the day before Dr. Hill left her post at the NSC, Holmes participated in a secure interagency videoconference on Ukraine. Towards the end of the meeting, a representative from the Office of Management and Budget announced that the flow of nearly $400 million in security assistance for Ukraine was being held up. The order had come from the president and had been conveyed to OMB by acting White House Chief of Staff, Mick Mulvaney, without further explanation. Holmes, unaware of the hold prior to the call, was shocked. He thought the suspension of aid was extremely significant, undermining what he had understood to be longstanding US national security goals in Ukraine.
2019-11-21	Adam Schiff	D-Schiff	Democrat	One week later, on July 25th, President Trump spoke with President Zelensky by phone. When President Zelensky brought up US military support and noted that Ukraine would like to buy more Javelin anti-tank missiles from the United States, Trump responded by saying, ?I would like you to do us a favor, though.? Trump then requested that Zelensky investigate the discredited conspiracy theory that Ukraine interfered in the 2016 US election. Even more ominously, Trump asked Zelensky to look into the Bidens. Neither request had been included in the official talking points for the call prepared by the NSC staff, but both were in Donald Trump?s personal interest, and in the interests of his 2020 re-election campaign. And the Ukrainian president knew about both in advance, in part because of efforts by Ambassadors Sondland and Volker to make him aware of President Trump?s demands.
2019-11-21	Adam Schiff	D-Schiff	Democrat	The next day, July 26, in Kyiv, Holmes served as a note-taker during a meeting between acting Ambassador Bill Taylor, Volker and Sondland, with President Zelensky and other senior Ukrainian officials. Zelensky said that on the previous day?s call, President Trump had ?three times? raised some very sensitive issues that he would have to follow up on those issues when they met in person. Although he did not realize it at the time, Holmes came to understand that the sensitive issues were the investigations that President Trump demanded on the July 25th call.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Following the meeting with Zelensky, Holmes accompanied Sondland to a separate meeting with one of the Ukrainian president?s top advisors, Andriy Yermak. But Holmes was not allowed into the meeting and waited for thirty minutes while Sondland and the Ukrainian met alone without any note-takers to record what they said. After the meeting, Sondland, Holmes and two other State Department staff went to lunch at a nearby restaurant and sat on an outdoor terrace. At some point during the meal, Sondland pulled out his cell phone, placed a call to the White House, and asked to be connected to the President.
2019-11-21	Adam Schiff	D-Schiff	Democrat	When Trump came on the line, Holmes could hear the President?s voice clearly. Holmes recalled that ?the President?s voice was very loud and recognizable, and Ambassador Sondland held the phone away from his ear for a period of time, presumably because of the loud volume.? Sondland said he was calling from Kyiv. He told the President that President Zelensky loves your ass. Holmes then heard President Trump ask, ?So he?s going to do the investigation?? Ambassador Sondland replied, ? He?s going to do it,? adding that, ?President Zelensky will do anything you ask him.
2019-11-21	Adam Schiff	D-Schiff	Democrat	After the call ended, Holmes took the opportunity to ask Sondland for his candid impression of the President?s views on Ukraine. It was at this point that Sondland revealed that President Trump doesn?t give a expletive about Ukraine. The President only cares about big stuff, that benefits the president, like the Biden investigation that Mr. Giuliani was pushing. A month later, National Security Advisor, Bolton, traveled to Kyiv. Between meetings with Ukrainian government officials, Holmes heard Bolton express to Ambassador Bill Taylor his frustration about Mr. Giuliani?s influence with the President. Bolton made clear, however, there was nothing he could do about it. Bolton further stated that the hold on security assistance would not be lifted prior to the upcoming meeting between President Trump and Zelensky in Warsaw, where it would hang on whether Zelensky was able to favorably impress President Trump.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Trump canceled his trip to Warsaw, but Sondland, Volker and others continued to press for a public announcement of the opening of investigations by Zelensky. On September 8, Taylor told Holmes that, ?Now they?re insisting Zelensky commit to the investigation in an interview with CNN.? Holmes was surprised the requirement was so specific and concrete, since it amounted to nothing less than a ? demand that President Zelensky personally commit to a specific investigation of President Trump?s political rival on a cable news channel.
2019-11-21	Adam Schiff	D-Schiff	Democrat	On September 9, this Committee along with the Foreign Affairs and Oversight committees, launched our investigation of this corrupt scheme. President Trump released the hold on aid two days later. As CNN?s Fareed Zakaria has revealed, the Ukrainians canceled the CNN interview shortly thereafter. Two weeks later, on September 25, the transcript of the July 25th call was released by the White House, and the details of the President?s scheme started coming into view.
2019-11-21	Adam Schiff	D-Schiff	Democrat	In the coming days, Congress will determine what response is appropriate. If the President abused his power and invited foreign interference in our elections, if he sought to condition, coerce, extort, or bribe a vulnerable ally into conducting investigations to aid his reelection campaign and did so by withholding official acts, a White House meeting or hundreds of millions of dollars of needed military aid, it will be for us to decide whether those acts are compatible with the Office of the Presidency. I now recognize ranking member Nunes for any remarks he would like to make.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Today we are joined by Dr. Fiona Hill and David Holmes. Dr Fiona Hill is a former deputy assistant to the president and senior director for Europe and Russia on the National Security Council. Before returning to government, she was a senior fellow at the Brookings Institution where she directed the center on the United States in Europe. She previously worked at the National Intelligence Council, the Eurasia Foundation, and the John F. Kennedy School of Government. David Holmes is the Political Counselor at the US Embassy in Kyiv, where he serves as the Senior Policy and Political Advisor to Ambassador Taylor, who testified earlier in these hearings. He is a career Foreign Service Officer. He has previously served in Moscow, New Delhi, Kabul, Bogota and Pristina. He has also served on the staff of the National Security Council as special assistant to the United States Secretary of State.
